标题,作者,时间,内容,文章链接
开州政协共商共筑反诈防骗防火墙,开州微传播,"
2022-04-19 21:00:09",通讯员：李波  重庆政协报讯 当前网络犯罪有哪些显著特点和趋势？如何有效防范和打击新型网络犯罪？近日，开州区政协组织开展专题协商活动，努力寻找这些问题的答案，共同筑牢反诈防骗“防火墙”。为提升协商的精准度和有效性，开州区政协社法民宗委在会前组织相关领域委员代表进行了走访调研。委员们深入公安、司法、金融管理等部门和街道社区及部分受害者家里，了解防范和打击新型网络犯罪现状，倾听群众诉求和建议。“202,https://www.163.com/dy/article/H5BIT5PO054128W4.html
高额利息是场梦 勿让钱财变成空#全民反诈#投资理财#反诈宣传, , , ,https://www.163.com/v/video/VE52249AC.html
邵阳县用好宣传武器织密防控期反诈“网”,红网,"
2022-04-23 22:19:09",邵阳县劳务输出遍布全国。因近期国际国内疫情形势严峻，为配合流调，一些村民或接到不同部门的流调电话应予积极配合，给不法分子借流调、信息核查名义实施电信诈骗带来可乘之机。为预防疫情防控期间，两个帮扶村群众遭受电信诈骗，邵阳县审计局乡村振兴工作队与村两委紧密配合，防控反诈两手抓。宣传疫情防控、组织核酸检测时，一并开展反电诈宣传，提醒大家务必提高警惕；在防控宣传资料上，明确告知流调不会让大家做五件事：索要,https://www.163.com/dy/article/H5M118QS0514EV7Q.html
“反诈疫苗”进社区 邑州青年在行动,四川之声,"
2022-04-27 10:11:27",,https://www.163.com/dy/article/H5V0VCQK05507RFF.html
今年我市电诈警情降47.7%、破案数升57.1%——市反诈中心全力守护群众“钱袋子”,举报,"
2022-04-27 14:54:09",今年来，我市反诈骗中心以群众满意为标准、以群众需要为导向，将守护群众的“钱袋子”时刻放在首位，主动探索疫情防控下反诈防诈技战法和工作思路，严格落实7x24小时值班制度，不断提高发现潜在受骗群众的能力，进一步提升预警劝阻工作效能，全力守护群众的财产安全。案情速递3月份下旬，市反诈骗中心接到一起群众在网上投资被诈骗的警情后，民警凭借专业敏锐性，通过与犯罪分子周旋及反渗透，对涉案账户进行拓展追踪，成功排,https://bendi.news.163.com/guangdong/22/0427/14/H5VH5AC604179HUV.html
建设美好雁塔｜“红雁”反诈宣讲团走进西影厂,雁塔融媒,"
2022-04-27 18:08:02",“刚刚接到一个自称是官方客服打来的电话，说是要对我的‘花呗’进行升级。”、“诈骗犯罪手段花样百出，你要小心谨慎，千万不能掉进诈骗犯罪分子的‘陷阱’”。近日，公安雁塔分局“红雁”反诈宣讲团在西安电影制片厂组织开展防范电信网络诈骗主题宣讲活动。活动中，宣讲员详细介绍了电信网络诈骗分子的惯用伎俩、作案方式、诈骗的种类和危害。“如果在日常生活中，遇到电信网络诈骗一定不要慌张，最好能留下对方的信息，并及时报,https://www.163.com/dy/article/H5VS896L055235GP.html
永兴镇三举措筑牢“反诈”防线,市场新观察,"
2022-04-27 12:10:22",织密“防诈网”。成立永兴镇反诈工作领导小组，召开专题会议，明确工作职责，细化任务分工，积极动员党员干部和辖区志愿群众充当反诈卫士，形成防诈网络，实现反诈骗工作全民参与、共同防范的目标。筑牢“防火墙”。针对辖区内不同的受众群体，利用微信QQ、公众号、二级广播、入户走访等形式加大宣传力度，发放反诈手册，讲解防骗技巧，及时宣传防范电信网络诈骗方式方法及典型案例，提高群众防诈骗意识，了解主要诈骗手法及特点,https://www.163.com/dy/article/H5V7PEA50512BOIV.html
东陆桥派出所组织开展企业反诈宣传活动,8099999街头巷尾,"
2022-04-27 11:38:10",为进一步提升东陆桥派出所附近辖区群众防诈骗意识，有效遏制诈骗案件发生，切实保障人民群众财产安全，加深警企联系。东陆桥派出所邀请辖区企业负责人来所上，根据近期辖区内电诈案件发案特点，开展“反诈”宣传活动，现场以讲解形式对我所辖区高发案件进行预警宣传。民警结合近期实际发案，以实际案例进行分析讲解，传授防诈骗知识，提醒我所辖区管理人员较多单位高层负责人展开反诈宣传，提醒附近辖区居民、商户提高防诈意识。现,https://www.163.com/dy/article/H5V5UETN0552SO56.html
反诈老陈辞职后，称自己做了一个错误决定, , , ,https://www.163.com/v/video/VK4PPSABB.html
紧急止付400万元 冰城警方与诈骗分子上演反诈“赛跑”,食品安全与法律网,"
2022-04-27 14:51:15",食品安全与法律网讯（通讯员 朱善永）“止付成功！”当消息传来的瞬间哈尔滨市公安局反诈中心集体欢呼，大家犹如放下千斤重担，这是一场反诈民警与诈骗分子的“赛跑”，民警争分夺秒、紧急止付成功，为群众挽回经济损失400万元。事情要从4月18日常女士接到了一则00开头的陌生电话说起......套路一陌生来电称你涉嫌犯罪“你好，是常**女士吗，我是市公安局民警，现查明你涉嫌洗黑钱。”接到自称公安局的来电，常女,https://www.163.com/dy/article/H5VGVV600534B74O.html
【反诈课堂】关于买卖“两卡”的陷阱，你了解吗？, , , ,https://www.163.com/v/video/VU4767L7Q.html
铜川虹桥分局：反诈宣传进企业，警企共筑“防骗墙”,陕西科技传媒,"
2022-04-27 16:22:01",活动中，宣传民警一方面通过向企业职工群众讲解防范电信网络诈骗知识和“国家反诈中心”App的功能、特色及优势，现场指导职工群众安装及注册，并动员他们积极向家人和朋友宣传防诈知识，一起加入“国家反诈中心”App。另一方面通过发放打击医保欺诈骗保宣传资料，讲解《陕西省欺诈骗取医疗保障基金行为举报奖励实施办法》，鼓励职工群众积极向有关部门举报欺诈骗保行为。通过此次活动，使职工群众充分认识到了防范电信网络诈,https://www.163.com/dy/article/H5VM66FA0530WT0L.html
武陵区启明街道：反诈宣传进校园 共筑安全防骗墙,红网常德站,"
2022-04-27 16:43:20",活动现场给学生发放反诈宣传资料。活动中，许警官以面对面的形式向师生们普及了如何预防电信网络诈骗。通过真实典型的案例，运用通俗易懂的讲解方式，向师生们详细介绍了电信网络诈骗犯罪分子的惯用手法、作案方式、电信网络诈骗的种类和危害，确保同学们能听懂、能接受、能学会。并号召同学们向自己的父母、亲戚朋友宣传反电诈知识、安装国家反诈App，实现以学生带动家长，让防范电信诈骗知识走进每一个家庭、渗透到社会的每一,https://www.163.com/dy/article/H5VND8B60534AANQ.html
武陵区启明街道：反诈宣传进校园 共筑安全防骗墙,红网,"
2022-04-27 17:18:05",活动现场给学生发放反诈宣传资料。活动中，许警官以面对面的形式向师生们普及了如何预防电信网络诈骗。通过真实典型的案例，运用通俗易懂的讲解方式，向师生们详细介绍了电信网络诈骗犯罪分子的惯用手法、作案方式、电信网络诈骗的种类和危害，确保同学们能听懂、能接受、能学会。并号召同学们向自己的父母、亲戚朋友宣传反电诈知识、安装国家反诈App，实现以学生带动家长，让防范电信诈骗知识走进每一个家庭、渗透到社会的每一,https://www.163.com/dy/article/H5VPCSHK0514EV7Q.html
反诈警官老陈称辞职是错误决定,黄女士论教育,"
2022-04-23 10:30:09",反诈警官老陈离职后直播，被网友质疑是为了带货，哽咽谈离职原因导读：反诈警官老陈称辞职是错误决定 背后真相实在让人惊愕！但陈国平很清楚，脱下警服后，“打回原形”这种连麦效果将基本消失，个人反诈的热度能维持多久，他也不敢肯定。“不是警察了，个人做反诈更难，以后只是一部分(内容)吧，还是以正能量的东西内容为主。”他说目前平台也没有主动来讨论合作方向，“也在观望。”直播间里，蹦出一个金色奖杯状的礼物，在主,https://www.163.com/dy/article/H5KOF0BG05528YU5.html
成都武侯公安推出原创反诈歌曲《反诈阵线联盟》 带你认识“帮信”犯罪,金台资讯,"
2022-04-24 15:28:14", 今年以来，成都武侯公安分局反诈中心持续重拳出击，严打电信网络诈骗犯罪，成功打掉多个涉诈犯罪团伙，抓获一批犯罪嫌疑人，查获大量银行卡、电话卡、刷卡机。在打击破案过程中，反诈民警们发现部分群众经常因为一时贪婪，相信“天上掉馅饼”，加之法律意识薄弱，于是将银行卡、身份证、电话卡等重要证件租卖给电诈团伙，帮助诈骗分子实施犯罪，也就是“帮信”犯罪。 对此，为进一步加大反诈宣传力度，成都市公安局武侯公安分局,https://www.163.com/dy/article/H5NRTIR505346936.html
广东反诈五年避免经济损失近2123亿元,南方都市报,"
2022-04-22 22:06:22",广东省委政法委、省公安厅、省司法厅、省应急管理厅、省法院、省检察院的负责同志介绍了有关情况，并回答记者提问。查封冻结扣押涉案资产700多亿元黑恶犯罪得到根本遏制广东省委政法委副书记张庆宏在答记者问中介绍，广东深入推进扫黑除恶斗争，从2018年到2020年三年专项斗争总体成效来看，连续三年都是排在全国第一。广东省委政法委副书记张庆宏介绍近年来广东开展扫黑除恶工作基本情况。南都记者 冯宙锋 摄2021,https://www.163.com/dy/article/H5JDT4T505129QAF.html
兰州警方发布反诈预警 快来看“杀猪盘”里的套路,信息新报,"
2022-04-27 14:57:12",兰州警方发布反诈预警快来看“杀猪盘”里的套路兰州警方提示，在“杀猪盘”套路中，犯罪团伙成员会建立自己的虚拟身份，也就是“人设”。一般来说，男性都是“高富帅”，不仅阳光帅气，还爱健身、有豪车；女性则是经营商铺失败的个体户，年轻貌美但命运多舛，容易获取他人的同情心。“人设”的建立需要大量的视频和照片素材，犯罪团伙为此做了搜集、积累等工作，这些素材通常来源于各种网站上的个人生活照和视频。犯罪团伙成员包装,https://www.163.com/dy/article/H5VHAT3P0552ADWT.html
全民反诈丨聊城反诈科普视频——冒充“熟人”, , , ,https://www.163.com/v/video/VH3J0109S.html
防疫反诈两不误 筑牢安全双防线,信息新报,"
2022-04-24 10:57:41",“请大家戴好口罩，有序排队。”“现场还有谁没有下载过国家反诈APP的，我来帮助大家下载安装。”近日，华埠派出所民警利用核酸检测全民参与、宣传面广的优势，在遵守疫情防控各项规定的同时，在华埠镇彩虹公园核酸检测点积极开展反诈宣传，为群众送上“反诈宝典”，牢牢守住群众钱袋子。“您好，这是我们的‘反诈宝典’，里面有很多诈骗的典型案例以及反诈技巧，请您看一下。”民警在发放宣传册的同时，现场为群众讲解电信诈骗,https://www.163.com/dy/article/H5NCE67K0552ADWT.html
【全民反诈】“赚钱”App提现套路多 构成“人员链”“金钱链”难逃传销之嫌,环京津新闻网,"
2022-04-27 19:28:16",看新闻赚现金、刷视频拿红包，甚至走路、睡觉都有人给你“发福利”……人们不禁感叹，在互联网时代，赚钱竟已变得如此容易？近年来，各类“赚钱”App层出不穷，吸引无数民众下载。北京德恒律师事务所合伙人、网络与数据研究中心主任张韬接受记者采访时表示，这类App大多采用“拉人头”的营销手段，平台要严格明晰营销与传销的界限，避免越界。“赚钱”App“拉人头”成固定套路年轻的宝妈韩迪在空闲时喜欢刷刷短视频，一次,https://www.163.com/dy/article/H600R82U0550HLD8.html
55岁焦恩俊发文反诈，提醒网友不要上当，正能量满满,猫眼娱乐官方号,"
2022-04-23 18:42:41",4月23日，焦恩俊通过社交平台发布了一则消息，声称骗子集团通过配音的方式，篡改了自己的视频，表示视频中所说的内容并不是自己的原声，提醒大家一定要注意不要受骗，并且呼吁大家一起打击诈骗。焦恩俊是非常著名的演员，他的颜值也演技都无可挑剔，在过去扮演的杨戬和李寻欢，是一代人心中经典的记忆，很多人甚至只要一听到杨戬这个人物，想到的就是焦恩俊的形象，是最经典的杨戬之一。除了古装剧之外，焦恩俊的现代装扮也非常,https://www.163.com/dy/article/H5LKKSQC0517EMLH.html
「全民反诈」“多亏了东阿民警，多亏了东阿反诈‘金钟罩’”,大众网,"
2022-04-11 17:31:04",大众网·海报新闻记者 廖伟 通讯员 耿淑芹 聊城报道4月8日，东阿县公安局铜城派出所民警根据东阿反诈“金钟罩”警民联防平台预警信息成功阻断一起冒充公检法电信网络诈骗案件，为市民守住了钱袋子。大众网·海报新闻记者了解到，当日，铜城派出所民警接到了东阿反诈“金钟罩”程序民警端推送的预警信息，辖区居民刘女士(化名)存在被仿冒公检法诈骗的风险，要求及时劝阻。接到预警信息后，民警立即联系当事人，第一时间打电,https://www.163.com/dy/article/H4MJP5J70514R9KU.html
“嘉阳蒸汽小火车”之反诈专列，发车啦！,崇州市人民检察院,"
2022-04-19 11:36:49",火车，坐过吧绿皮火车，坐过吧“嘉阳蒸汽小火车”，坐过吗？几十年来，嘉阳蒸汽小火车担任着运送当地村民以及煤矿的光荣使命保留至今，成为了世界上唯一正常运营的客运窄轨蒸汽火车作为“工业革命的活化石”它，声名鹊起、名扬四方无数中外游客慕名纷至沓来，就为打卡营造全民反诈的浓厚氛围强化人民群众防范意识近期，乐山犍为警方联合犍为嘉阳煤矿开通了“反诈专列”“反诈专列”通过宣传海报、桌面反诈口诀提示让游客玩耍的同时,https://www.163.com/dy/article/H5AIM54I05342I98.html
“反诈警官老陈”辞职,环球时报新闻,"
2022-04-11 09:53:02",近日，河北秦皇岛“反诈警官老陈”陈国平辞去警察职务一事引发关注。4月9日，其原工作单位秦皇岛市公安局海港分局方面向南都记者证实陈国平已辞职。“老陈”原是一名打击电信诈骗的民警，因与主播PK连麦宣传反诈，意外走红网络，也招来质疑。在“老陈”辞职前不久，他用其个人短视频账号进行直播，被网友打赏约百万元，有人因此怀疑其有商业目的。对此，“老陈”宣布当日直播收入已全部捐出。今年44岁的陈国平原为秦皇岛市公,https://www.163.com/dy/article/H4LPIE8Q05504DPG.html
反诈骗 | 西夏区“警格+网格”联合“敲门”“扫楼”全力打好反诈人民战争,西夏发布,"
2022-04-24 17:57:03",西夏区通过整合资源力量，探索建立“警格+网格”双网融合联动机制，统筹推行反诈“警格+网格”分包制度，采取治安巡逻+入户走访+反诈宣传等各类双联动工作模式，全力打好反诈人民战争。来源：西夏区公安分局监制：岳荣审核：刘莲编辑：冯芳点一下“在看”你会更好看耶,https://www.163.com/dy/article/H5O4E2SU0514NJGM.html
反诈骗 | 西夏区“警格+网格”联合“敲门”“扫楼”全力打好反诈人民战争,西夏发布,"
2022-04-24 17:57:03",西夏区通过整合资源力量，探索建立“警格+网格”双网融合联动机制，统筹推行反诈“警格+网格”分包制度，采取治安巡逻+入户走访+反诈宣传等各类双联动工作模式，全力打好反诈人民战争。来源：西夏区公安分局监制：岳荣审核：刘莲编辑：冯芳点一下“在看”你会更好看耶,https://www.163.com/dy/article/H5O4E2SU0514NJGM.html
关于安装“国家反诈中心”APP的倡议书,南宁警方,"
2022-04-15 11:40:25",倡议书尊敬的市民朋友：南宁反虚假信息诈骗中心2022年1月24日今天还有一款反诈神器必须推荐大家“国家反诈中心”App因为它真的能及时预警最大程度上挽回群众的财产安装方法第一步：下载安装，在应用商城搜索“国家反诈中心”（苹果、安卓手机皆可在商店搜索）或扫描二维码安装第二步，注册认证第三步，开启预警防护功能“国家反诈中心”APP是一款帮助用户预警诈骗信息，快速举报诈骗内容，提升防骗能力的反电信网络诈,https://www.163.com/dy/article/H5099VBC05341C4X.html
反诈老陈称被网暴逼着辞职,南昌晚报,"
2022-04-24 00:47:55",44岁的陈国平此前是河北省秦皇岛公安局海港分局反诈中心的民警去年9月以来因为在短视频平台迅速出圈收获了近750万粉丝但如今，他决定辞去警察职务▲图源：中国新闻周刊。对于辞职的原因，他归结为两次网暴。短视频平台评论区质疑陈国平的声音在两次网暴里，他觉得看到了继续直播会牵连单位的苗头，毕竟他穿着警服，于是向单位提出了辞职。现“反诈警官老陈”抖音账号已被更名“海港反诈中心”——这是陈国平前单位的官方号名,https://www.163.com/dy/article/H5M9HMBT0530RK8J.html
36.84%背后的梅州反诈攻坚,南方Plus,"
2022-04-20 13:04:09",今年一季度，梅州共立电信网络诈骗案件576宗，同比下降36.84%，涉案金额同比下降28.22%，诈骗刑事案件立案数同比下降37.63%。从公安机关独当一面到党政主管、全民参与，从“铺天盖地”宣防到“大水漫灌”“精准滴灌”相结合，一组数据映射出梅州日渐深入的防骗反诈人民战争。逆水行舟用力撑，一篙松劲退千寻。当前，电诈犯罪主体呈现集团化、跨国化、精准化、系统化等特点，已成为发案率最高、危害最大的侵财,https://www.163.com/dy/article/H5DA2SP0055004XG.html
“反诈志愿者”上线，井研公安再掀反诈宣传新高潮！,四川法制网,"
2022-04-20 11:53:41",为全力遏制电信网络诈骗案件高发多发态势，进一步加大“国家反诈中心”APP的推广力度，切实增强群众反诈意识，提升广大群众识诈拒骗能力，保障人民群众财产安全。近日，井研县公安局携手井研职业中学50余名反诈志愿者，走街串巷、登门入户持续开展“国家反诈中心”APP推广下载工作，再次掀起反诈宣传新高潮！行动成果集中宣传行动共出动警力40人，发动志愿者50余人，散发宣传资料3000余份，发动注册“国家反诈中心,https://www.163.com/dy/article/H5D61PPH0530INM1.html
 把关被骗，保险理赔！  太原市反诈中心打造“你转款，我把关”的反诈新模式,举报,"
2022-04-21 11:03:44",4月20日上午，“你转款，我把关”咨询服务新闻发布会在太原市人民政府新闻办公厅举行。太原市反诈骗中心联合中国人寿财产保险公司举行“警保联动”签约仪式，打造“你转款、我把关”咨询服务活动的反诈新模式，为广大市民群众提供免费咨询服务，鼓励群众汇款转账前咨询，最大限度地减少损失、不受损失。发布会由市委宣传部副部长、市政府新闻办主任边素庭主持，太原市打击治理电信网络新型违法犯罪领导小组副组长、太原市公安局,https://sx.news.163.com/22/0421/11/H5FLJ3M904149A58.html
反诈进行时 |快递遗失主动赔偿？收款不成反被骗钱,苏州交警,"
2022-04-24 18:05:47",理应根据约定退赔损失，不法分子却利用消费者求偿心理设下陷阱。近日，友新派出所就接报了这样一起诈骗警情，市民陈先生不仅没拿到赔款，反而损失了4.5万余元。警情回顾：近日，陈先生向友新派出所报警求助，称遭遇快递退赔诈骗。经了解，陈先生接到了一个“00”开头的陌生来电，当时还觉得号码很奇怪，但因为忙着手头工作顺手点了接听。电话中对方自称是某快递的工作人员，因为不慎弄丢了陈先生的包裹，特意来电主动赔偿。陈,https://www.163.com/dy/article/H5O4U34P051492GE.html
《致家长的一封信》反诈宣传进校园,8099999街头巷尾,"
2022-04-27 07:03:06",自问计于民活动开展以来，为进一步提高辖区群众防范各类电信诈骗安全意识，有效打击诈骗，维护群众利益，预防和减少电信诈骗案件的发生，西山公安分局滇池路派出所坚持党建引领，紧密结合问计于民大走访活动，持续到辖区校园开展反诈宣传进万家活动。2022年4月25日，滇池路所社区民警到辖区书林一小福海小区开展“问计于民大走访”暨反诈宣传进校园活动。活动伊始，民警从“什么是电信诈骗”、“电信诈骗的起源”、“常见的,https://www.163.com/dy/article/H5UM6QL10552SO56.html
五华分局组织开展“反诈宣传进万家”之”校园反诈游园会”活动,8099999街头巷尾,"
2022-04-26 19:50:18",12月17日下午，分局在云南财经大学龙泉路校区新阳广场组织开展”反诈宣传进万家”之”校园反诈游园会”活动。云南财经大学党委副书记桂正华，云南财经大学副校长彭强，市局党委委员、政治部主任郑山，市局党委委员、副局长伏思良，市局妇女联合会主席、出入境管理局党总支副书记、政委王颖雅，副区长、分局党委书记、局长王嘉懿，市局政治部副主任母演昌，区政府办副主任杨祖曜，区委宣传部副部长、区文明办主任叶俊麟，区委政,https://www.163.com/dy/article/H5TFMSKI0552SO56.html
王猛：不惧“逆行” “防疫”“反诈”两手抓,举报,"
2022-04-24 09:02:31","
                        （原标题：【我为廊坊点赞】王猛：不惧“逆行”，“防疫”“反诈”两手抓！）
                    疫情就是命令，疫情就是警情。自疫情防控工作开展以来，全市公安机关广大民辅警闻令而动、坚定信心，挺身而出、冲锋在前，始终把保护人民群众生命安全和身体健康放在第一位，义无反顾战斗在疫情防控第一线，全力以赴做好防风险、护安全、战疫情、保稳定各",https://hebei.news.163.com/22/0424/09/H5N5RAJO04159BTH.html
南山区高校反诈主题设计大赛来了！共建无诈校园 赢取创意大奖,孕期胎教,"
2022-04-27 03:51:42",读创/深圳商报记者 罗凯燕兼职刷单轻松日入千元？结果被层层套路骗走数十万元积蓄。贴心恋人熟谙生财之道，掌握博彩网站、投资APP漏洞，邀你一起为未来挣“储备金”，保证稳赚不赔。结果却是万恶“杀猪盘”，让入套者情感和经济遭受双重重创。冒充银行工作人员，联系企业财务称要年检核账。组建QQ对接群，却是一人分饰多角，群内除事主外全部是骗子“马甲”，再精明的财务人员也难免中招。…… 以上这些电信诈骗案例 您是,https://www.163.com/dy/article/H5UB88RP0526PCH5.html
江苏盐城东台：反诈“绿马甲”上线啦,举报,"
2022-04-21 09:16:15",“婆婆，把这几份反诈、交通、消防宣传单收好，要认真了解上面的相关知识哟！”近日，四名身穿印有“江苏茉织华反电诈、交通、消防宣传小组”马甲的工作人员，穿梭于五烈茉织华庄园小区，逐栋逐层逐户宣传反诈、交通、防疫、消防知识，力争将防诈、交通、防疫、消防知识传递给每一位住户。反电诈、交通、防疫、消防小组成员一边发放防范宣传单，一边结合典型案例向群众讲解防范知识，他们专业的宣传能力及认真的宣传态度得到了小区,https://js.news.163.com/22/0421/09/H5FFEA3N04248EAR.html
【安防宝典】儿童反诈特辑丨爱和教训要兼得,警苑心语,"
2022-04-26 16:50:28",—反诈从儿童入手儿童反诈特辑孩子是世界上最可爱的像小天使、小精灵他们总是无忧无虑的玩耍着但是娃们就变成了“小神兽”如果你发现家里的“小神兽”经常抱着手机深深不能自拔那你可就要警惕了有这么一群人专盯无戒备心理的孩子以各种理由实施电信诈骗套路1：赠送免费皮肤— 真实案例 —11岁小福（化名）玩游戏时发现有人发布 免费领游戏皮肤的广告，便添加了对方的QQ。对方要求小福登录父母“钉钉”软件并选择共享屏幕，,https://www.163.com/dy/article/H5T5DKHE05149HIL.html
“六进活动”构筑“全民反诈”铜墙铁壁,8099999街头巷尾,"
2022-04-26 18:24:22",为切实织密全民反诈防骗“防护网”，西山公安分局碧鸡派出所利用“警格+网格”管理模式，联合街道、社区工作人员、红袖标队伍协同配合开展“问计于民大走访”暨“反诈宣传进万家”活动，全力构筑广覆盖、多维度、全方位、立体化的“全民反诈”铜墙铁壁。一、加强组织领导，建立反诈新格局。碧鸡所联合街道办、8个居委会、20家中小学职高学校校长组建反诈联盟工作组，明确由派出所牵头，组织街道部门、社区、学校单位，定期会商,https://www.163.com/dy/article/H5TAPH5R0552SO56.html
兰州反诈中心发布典型电诈案件预警 警惕陌生人添加微信好友,每日甘肃网新闻,"
2022-04-24 09:43:08",兰州反诈中心发布典型电诈案件预警警惕陌生人添加微信好友冒充客服诈骗4月21日，城关区居民贺某报警称：收到一条“某银行客服”发来的陌生短信，称ETC处于禁用状态，需要点击链接重新签办进行解禁。贺某担心自己的ETC被禁用，便点击了短信中的链接，按照提示输入了自己的身份证号、信用卡号、密码等个人信息。收到银行发来的本人操作确认验证码提示后，贺某没有多想便在网站上提交了验证码。于是，贺某信用卡内的8000,https://www.163.com/dy/article/H5N85LOO0534697A.html
"全民反诈防骗季  防诈反诈丨汤阴：反诈攻略狂浪版
  平安汤阴", , , ,https://www.163.com/v/video/VG46VQ6VV.html
砚峡乡：反诈宣传在行动 筑牢防诈 “防火墙”,信息新报,"
2022-04-14 12:56:12",为推动反诈骗宣传工作深入民心，进一步提高辖区群众防范电信网络诈骗意识及能力，坚决遏制电信网络诈骗犯罪态势，近日，砚峡乡开展反电信网络诈骗宣传活动。各村网格员配合宣传组先后深入土桥、曹家沟、韩河等村，通过设立咨询台“以案释法”现场讲解，发放反诈宣传折页、致群众的一封信等方式，大力宣传普及反诈骗知识，并现场指导群众用手机安装国家反诈中心APP。同时组织各村利用村村响、电子显示屏反复宣传反诈知识，引导群,https://www.163.com/dy/article/H4TR80BE0552ADWT.html
东陆桥派出所积极开展反诈宣传进校园活动,8099999街头巷尾,"
2022-04-26 18:24:20",为进一步加强辖区反诈防骗宣传力度，引导学生带动家长关注、参与到反诈工作当中，日前，东陆桥派出所组织民警深入辖区学校开展反诈宣传活动。活动中，民警将日常生活中常见的诈骗手段、发生在身边的典型案例，以及如何预防诈骗等进行细致的讲解，指导学校师生及家长安装“国家反诈中心”软件。详细介绍反诈平台的推广意义，围绕该软件的基本功能、使用方法、预警原理等进行细致讲解。参加此次宣传活动的师生们都纷纷表示受益匪浅，,https://www.163.com/dy/article/H5TAPFHC0552SO56.html
方言说反诈 发生在您身边的真实案例（二）,天津津南法院,"
2022-04-27 15:31:31",转自：平安津南 特别提示：凡本号注明“来源”或“转自”的作品均转载自媒体，版权归原作者及原出处所有。所分享内容为作者个人观点，仅供读者学习参考，不代表本号观点。如有异议，请联系删除。,https://www.163.com/dy/article/H5VJ9OG20514QH2U.html
成都双流公安精准反诈进隔离酒店，挽损8万元,封面新闻,"
2022-04-22 07:50:42",来源：封面新闻4月20日，记者从成都市公安局双流公安分局获悉一起案件。一女子在隔离酒店内险遭电信诈骗，幸得民警和疫情防控人员及时阻止，挽损8万元。“110房间客人小惠的家属不停的给前台打电话，说正在隔离的小惠有危险。” 4月18日20时12分，成都市双流区一隔离酒店疫情防控工作点负责人周茜接到酒店前台工作人员反映。恰好驻店执勤的双流区公安分局怡心派出所民警胡利波正与其一同工作。根据工作经验，胡利波,https://www.163.com/dy/article/H5HSUCCQ0514D3UH.html
邓州公安：打响反诈“全民战”守好群众“钱袋子”,南阳之窗,"
2022-04-22 10:40:11",2022年4月21日下午，邓州市召开全市电信网络诈骗犯罪打击治理推进会议，深入贯彻落实中央办公厅、国务院办公厅印发的《关于加强打击治理电信网络诈骗违法犯罪工作的意见》精神，对进一步做好全市打击治理工作进行安排部署。邓州市委常委、政法委书记绳应勇出席会议并讲话，市政府党组成员、市公安局党委书记、督察长崔保国对打击电信网络诈骗专项行动进行再安排再部署，市委政法委常务副书记张华献、市委政法委副书记刘雪峰,https://www.163.com/dy/article/H5I6KMT40514A77N.html
高新区：采用多种方式开展反诈宣传,淮安城事,"
2022-04-14 16:45:18",4月12日上午，高新区派出所民、辅警深入辖区企业、住户开展疫情常态化监督检查的同时，积极开展反诈宣传，筑牢辖区“全民反诈防火墙”。工作中，民警结合近期发生的真实案例，向群众生动讲解了当前电信网络诈骗的主要伪装手段及防范对策，并通过向群众发放宣传单，在企业、工地等入口处张贴海报等多种方式，向群众近距离展示了“淮安防骗宝”和“防骗金钟罩”的操作步骤，引导群众注册各类反诈APP，进一步强化群众的反诈意识,https://www.163.com/dy/article/H4U8BFJU0545ADT9.html
微聚焦 | 反诈宣传警犬“汪汪队” 守护市民“钱袋子”,网易陕西,"
2022-04-26 10:13:59",为了守好群众的“钱袋子”，雁塔公安巡特警频出新招，反诈科普宣传“硬核”上阵，反诈宣传警犬“汪汪队”C位出道！四月的西安，春意盎然，芳草茵茵。在大雁塔北广场上，一场别开生面的反电诈宣传活动正在进行，警犬作为特邀嘉宾闪亮登场了。 活动中，雁塔分局巡特警大队警犬中队的队员们携犬进行警犬服从性演示，向群众讲解常见电信诈骗套路，发放图文并茂的宣传材料，并采用扫码下载国家反诈骗中心APP就可以与警犬近距离接触,https://www.163.com/dy/article/H5SENIEB051495SS.html
【在知爱建·全民反诈】反诈口罩戴出“双保险”——杜店街道创新反诈宣传方式 防疫反诈两不误,鲁中晨报滨州新闻,"
2022-04-11 19:11:47",为进一步延伸反诈宣传触角，切实提高群众的防骗意识和识骗能力，杜店街道在前期点对点宣传的基础上，积极扩展思路，创新方法，持续开展形式多样的防范电信网络诈骗宣传，结合疫情防控常态化，在口罩上做起文章，推出印有“00开头的电话，十有八九都是诈骗”反诈提示标语及国家反诈中心APP二维码的“专属定制”口罩，分发给辖区21个社区进行反诈宣传，让小小口罩“罩”着防疫与反诈，让辖区群众戴出“双保险”。“大爷，小区,https://www.163.com/dy/article/H4MPHFU705506U8T.html
防疫反诈不放松 桂城警察有妙招,举报,"
2022-04-19 16:01:08","面对新一轮疫情，桂城街道在抗疫期间不忘严抓反诈工作，桂城、平洲派出所的民警闻令而动，见缝插针开展无接触式反诈宣传，以实际行动守护辖区群众财产安全。醒目横幅现身核酸检测点
结合疫情形势和街道防控办工作安排，桂城、平洲派出所迅速反应，制作了一批最新反诈宣传横幅，并安排警辅人员在辖区内各核酸检测点悬挂。4月13日，在三山森林公园检测点，市民发现在排队等候区、检测区入口等都挂上了反诈横幅。“验证码=财产生",https://gd.news.163.com/foshan/22/0419/16/H5B1Q7TE04179HUN.html
