,0,1,2,3,4,5,6
30401,亚洲,孟加拉国,3,0,0,0,03-10
30402,非洲,尼日利亚,2,0,0,0,03-10
30403,非洲,喀麦隆,2,0,0,0,03-10
30405,非洲,南非,2,0,0,0,03-10
30406,欧洲,保加利亚,2,0,0,0,03-10
30407,非洲,布基纳法索,2,0,0,0,03-10
30409,亚洲,塞浦路斯,2,0,0,0,03-10
30410,亚洲,柬埔寨,2,0,1,0,03-10
30411,欧洲,立陶宛,1,0,0,0,03-10
30412,欧洲,摩纳哥,1,0,0,0,03-10
30413,亚洲,亚美尼亚,1,0,0,0,03-10
30414,北美洲,多米尼加,1,0,0,0,03-10
30415,欧洲,安道尔,1,0,0,0,03-10
30416,欧洲,乌克兰,1,0,0,0,03-10
30418,亚洲,约旦,1,0,0,0,03-10
30419,欧洲,列支敦士登,1,0,0,0,03-10
30420,亚洲,不丹,1,0,0,0,03-10
30421,欧洲,梵蒂冈,1,0,0,0,03-10
30422,南美洲,哥伦比亚,1,0,0,0,03-10
30423,非洲,多哥,1,0,0,0,03-10
30424,南美洲,巴拉圭,1,0,0,0,03-10
30425,欧洲,马耳他,1,0,0,0,03-10
30426,欧洲,摩尔多瓦,1,0,0,0,03-10
30427,亚洲,蒙古,1,0,0,0,03-10
30428,北美洲,巴拿马,1,0,0,0,03-10
30430,亚洲,尼泊尔,1,0,1,0,03-10
30431,亚洲,斯里兰卡,1,0,1,0,03-10
30694,北美洲,哥斯达黎加,9,0,0,0,03-09
30695,欧洲,西班牙,999,0,2,25,03-09
30696,欧洲,芬兰,30,0,1,0,03-09
30698,亚洲,日本,514,0,46,9,03-09
30699,欧洲,瑞士,312,0,3,2,03-09
30700,欧洲,比利时,239,0,1,0,03-09
30701,欧洲,瑞典,213,0,0,0,03-09
30702,亚洲,巴林,109,0,14,0,03-09
30703,亚洲,马来西亚,117,0,23,0,03-09
30704,欧洲,冰岛,58,0,0,0,03-09
30705,欧洲,匈牙利,9,0,0,0,03-09
30706,欧洲,拉脱维亚,6,0,0,0,03-09
30707,非洲,尼日利亚,2,0,0,0,03-09
30708,非洲,突尼斯,2,0,0,0,03-09
30709,亚洲,伊朗,7161,0,2194,237,03-09
30710,亚洲,韩国,7478,0,166,53,03-09
30711,欧洲,意大利,7375,0,622,366,03-09
30713,欧洲,德国,1112,0,14,0,03-09
30714,欧洲,法国,1126,0,12,19,03-09
30716,北美洲,美国,572,0,10,21,03-09
30718,欧洲,挪威,169,0,0,0,03-09
30719,欧洲,奥地利,102,0,0,0,03-09
30720,北美洲,加拿大,66,0,4,0,03-09
30721,大洋洲,澳大利亚,83,0,22,3,03-09
30722,亚洲,伊拉克,61,0,0,6,03-09
30724,非洲,埃及,55,0,12,0,03-09
30725,亚洲,以色列,39,0,2,0,03-09
30726,欧洲,圣马力诺,36,0,0,0,03-09
30727,欧洲,丹麦,35,0,1,0,03-09
30728,欧洲,捷克,32,0,0,0,03-09
30729,亚洲,黎巴嫩,32,0,1,0,03-09
30730,欧洲,葡萄牙,30,0,0,0,03-09
30731,南美洲,巴西,25,0,0,0,03-09
30733,欧洲,爱尔兰,21,0,0,0,03-09
30734,欧洲,斯洛文尼亚,16,0,0,0,03-09
30735,欧洲,罗马尼亚,15,0,3,0,03-09
30736,南美洲,阿根廷,12,0,0,1,03-09
30737,亚洲,菲律宾,10,0,1,1,03-09
30738,南美洲,智利,8,0,0,0,03-09
30739,欧洲,波兰,8,0,0,0,03-09
30741,欧洲,卢森堡,5,0,0,0,03-09
30742,欧洲,斯洛伐克,5,0,0,0,03-09
30743,亚洲,马尔代夫,4,0,0,0,03-09
30745,欧洲,保加利亚,2,0,0,0,03-09
30746,欧洲,摩尔多瓦,1,0,0,0,03-09
30760,欧洲,英国,206,0,8,2,03-09
30761,欧洲,荷兰,188,0,0,1,03-09
30768,欧洲,希腊,66,0,0,0,03-09
30771,亚洲,新加坡,138,0,82,0,03-09
30775,亚洲,阿联酋,45,0,7,0,03-09
30777,亚洲,印度,39,0,3,0,03-09
30786,非洲,阿尔及利亚,19,0,0,0,03-09
30787,亚洲,巴勒斯坦,19,0,0,0,03-09
30788,亚洲,泰国,50,0,31,1,03-09
30790,亚洲,格鲁吉亚,13,0,0,0,03-09
30791,欧洲,克罗地亚,12,0,0,0,03-09
30793,亚洲,卡塔尔,11,0,0,0,03-09
30798,欧洲,俄罗斯,10,0,3,0,03-09
30799,亚洲,沙特阿拉伯,7,0,0,0,03-09
30801,北美洲,墨西哥,7,0,1,0,03-09
30802,南美洲,秘鲁,6,0,0,0,03-09
30803,亚洲,越南,21,0,16,0,03-09
30804,亚洲,巴基斯坦,6,0,1,0,03-09
30805,大洋洲,新西兰,5,0,0,0,03-09
30808,亚洲,阿富汗,4,0,0,0,03-09
30810,欧洲,北马其顿,3,0,0,0,03-09
30811,欧洲,波黑,3,0,0,0,03-09
30813,非洲,南非,2,0,0,0,03-09
30814,亚洲,柬埔寨,2,0,1,0,03-09
30815,南美洲,巴拉圭,1,0,0,0,03-09
30816,欧洲,马耳他,1,0,0,0,03-09
30818,亚洲,科威特,58,0,0,0,03-09
30834,其他,至尊公主邮轮,21,0,0,0,03-09
30839,亚洲,阿曼,16,0,2,0,03-09
30840,南美洲,厄瓜多尔,13,0,0,0,03-09
30846,欧洲,爱沙尼亚,10,0,0,0,03-09
30861,亚洲,印度尼西亚,4,0,0,0,03-09
30862,非洲,塞内加尔,4,0,0,0,03-09
30867,非洲,喀麦隆,2,0,0,0,03-09
30870,亚洲,不丹,1,0,0,0,03-09
30871,欧洲,梵蒂冈,1,0,0,0,03-09
30872,欧洲,塞尔维亚,1,0,0,0,03-09
30874,南美洲,哥伦比亚,1,0,0,0,03-09
30875,非洲,多哥,1,0,0,0,03-09
30883,其他,钻石公主号邮轮,696,0,0,6,03-09
30898,亚洲,韩国,7314,0,108,50,03-08
30899,亚洲,伊朗,6566,0,2134,194,03-08
30900,非洲,埃及,33,0,1,0,03-08
30902,欧洲,德国,847,0,14,0,03-08
30903,欧洲,西班牙,516,0,2,10,03-08
30904,北美洲,美国,445,0,10,19,03-08
30905,亚洲,日本,463,0,46,7,03-08
30906,欧洲,瑞士,228,0,3,1,03-08
30907,欧洲,英国,206,0,8,2,03-08
30908,欧洲,荷兰,188,0,0,1,03-08
30909,欧洲,比利时,169,0,1,0,03-08
30910,欧洲,瑞典,161,0,0,0,03-08
30911,欧洲,挪威,147,0,0,0,03-08
30912,欧洲,奥地利,79,0,0,0,03-08
30913,亚洲,巴林,77,0,4,0,03-08
30914,亚洲,马来西亚,93,0,23,0,03-08
30915,欧洲,希腊,66,0,0,0,03-08
30916,亚洲,新加坡,138,0,82,0,03-08
30917,北美洲,加拿大,60,0,4,0,03-08
30918,亚洲,伊拉克,54,0,0,4,03-08
30919,欧洲,冰岛,50,0,0,0,03-08
30920,大洋洲,澳大利亚,74,0,22,3,03-08
30921,亚洲,印度,39,0,3,0,03-08
30922,亚洲,黎巴嫩,28,0,1,0,03-08
30923,欧洲,丹麦,27,0,1,0,03-08
30924,欧洲,圣马力诺,26,0,0,0,03-08
30925,亚洲,以色列,25,0,2,0,03-08
30926,欧洲,捷克,21,0,0,0,03-08
30927,非洲,阿尔及利亚,19,0,0,0,03-08
30928,南美洲,巴西,19,0,0,0,03-08
30929,欧洲,爱尔兰,19,0,0,0,03-08
30930,亚洲,巴勒斯坦,19,0,0,0,03-08
30931,欧洲,芬兰,19,0,1,0,03-08
30932,欧洲,葡萄牙,15,0,0,0,03-08
30933,亚洲,格鲁吉亚,13,0,0,0,03-08
30934,欧洲,斯洛文尼亚,12,0,0,0,03-08
30935,欧洲,罗马尼亚,13,0,3,0,03-08
30936,南美洲,阿根廷,9,0,0,1,03-08
30937,欧洲,俄罗斯,10,0,3,0,03-08
30938,亚洲,沙特阿拉伯,7,0,0,0,03-08
30939,南美洲,智利,7,0,0,0,03-08
30940,北美洲,墨西哥,7,0,1,0,03-08
30941,欧洲,波兰,6,0,0,0,03-08
30942,南美洲,秘鲁,6,0,0,0,03-08
30943,亚洲,越南,21,0,16,0,03-08
30944,亚洲,巴基斯坦,6,0,1,0,03-08
30945,欧洲,匈牙利,5,0,0,0,03-08
30946,亚洲,阿富汗,4,0,0,0,03-08
30947,欧洲,北马其顿,3,0,0,0,03-08
30948,欧洲,波黑,3,0,0,0,03-08
30949,欧洲,斯洛伐克,3,0,0,0,03-08
30950,非洲,南非,2,0,0,0,03-08
30951,亚洲,马尔代夫,2,0,0,0,03-08
30952,亚洲,柬埔寨,2,0,1,0,03-08
30953,南美洲,巴拉圭,1,0,0,0,03-08
30954,欧洲,马耳他,1,0,0,0,03-08
31008,欧洲,意大利,5883,0,589,233,03-08
31010,欧洲,法国,949,0,12,16,03-08
31027,亚洲,阿联酋,45,0,7,0,03-08
31030,其他,至尊公主邮轮,21,0,0,0,03-08
31032,亚洲,泰国,50,0,31,1,03-08
31038,欧洲,克罗地亚,12,0,0,0,03-08
31039,亚洲,卡塔尔,11,0,0,0,03-08
31040,欧洲,爱沙尼亚,10,0,0,0,03-08
31047,大洋洲,新西兰,5,0,0,0,03-08
31049,亚洲,菲律宾,6,0,1,1,03-08
31050,欧洲,卢森堡,3,0,0,0,03-08
31051,非洲,喀麦隆,2,0,0,0,03-08
31052,北美洲,哥斯达黎加,1,0,0,0,03-08
31053,南美洲,哥伦比亚,1,0,0,0,03-08
31054,非洲,多哥,1,0,0,0,03-08
31065,其他,钻石公主号邮轮,696,0,0,6,03-08
31078,亚洲,科威特,58,0,0,0,03-08
31101,亚洲,阿曼,16,0,2,0,03-08
31103,南美洲,厄瓜多尔,13,0,0,0,03-08
31113,欧洲,白俄罗斯,6,0,0,0,03-08
31119,亚洲,印度尼西亚,4,0,0,0,03-08
31120,非洲,塞内加尔,4,0,0,0,03-08
31128,亚洲,不丹,1,0,0,0,03-08
31129,欧洲,梵蒂冈,1,0,0,0,03-08
31130,欧洲,塞尔维亚,1,0,0,0,03-08
31136,亚洲,伊朗,5823,0,1669,145,03-07
31137,亚洲,韩国,7041,0,108,47,03-07
31138,欧洲,意大利,4636,0,523,197,03-07
31140,欧洲,德国,687,0,14,0,03-07
31141,欧洲,法国,613,0,12,9,03-07
31142,欧洲,西班牙,387,0,2,1,03-07
31143,亚洲,日本,420,0,46,6,03-07
31144,北美洲,美国,324,0,10,14,03-07
31145,欧洲,瑞士,210,0,3,1,03-07
31146,欧洲,英国,163,0,8,1,03-07
31147,欧洲,瑞典,137,0,0,0,03-07
31148,欧洲,荷兰,128,0,0,1,03-07
31149,欧洲,挪威,113,0,0,0,03-07
31150,欧洲,比利时,109,0,1,0,03-07
31151,亚洲,马来西亚,83,0,23,0,03-07
31152,欧洲,奥地利,55,0,0,0,03-07
31153,亚洲,巴林,56,0,4,0,03-07
31154,北美洲,加拿大,53,0,4,0,03-07
31155,亚洲,新加坡,130,0,82,0,03-07
31156,欧洲,希腊,46,0,0,0,03-07
31157,欧洲,冰岛,45,0,0,0,03-07
31158,亚洲,伊拉克,46,0,0,4,03-07
31159,大洋洲,澳大利亚,64,0,22,2,03-07
31160,亚洲,阿联酋,45,0,7,0,03-07
31161,亚洲,印度,33,0,3,0,03-07
31162,欧洲,圣马力诺,23,0,0,0,03-07
31163,欧洲,丹麦,23,0,1,0,03-07
31164,其他,至尊公主邮轮,21,0,0,0,03-07
31165,亚洲,以色列,21,0,2,0,03-07
31166,亚洲,泰国,50,0,31,1,03-07
31167,欧洲,爱尔兰,18,0,0,0,03-07
31168,欧洲,捷克,18,0,0,0,03-07
31169,亚洲,巴勒斯坦,16,0,0,0,03-07
31170,欧洲,芬兰,15,0,1,0,03-07
31171,非洲,埃及,15,0,1,0,03-07
31172,南美洲,巴西,13,0,0,0,03-07
31173,欧洲,克罗地亚,12,0,0,0,03-07
31174,亚洲,卡塔尔,11,0,0,0,03-07
31175,欧洲,爱沙尼亚,10,0,0,0,03-07
31176,亚洲,格鲁吉亚,9,0,0,0,03-07
31177,欧洲,葡萄牙,8,0,0,0,03-07
31178,南美洲,阿根廷,8,0,0,0,03-07
31179,欧洲,俄罗斯,8,0,2,0,03-07
31180,欧洲,罗马尼亚,9,0,3,0,03-07
31181,欧洲,斯洛文尼亚,6,0,0,0,03-07
31182,大洋洲,新西兰,5,0,0,0,03-07
31183,欧洲,波兰,5,0,0,0,03-07
31184,亚洲,菲律宾,6,0,1,1,03-07
31185,亚洲,印度尼西亚,4,0,0,0,03-07
31186,欧洲,卢森堡,3,0,0,0,03-07
31187,亚洲,越南,18,0,16,0,03-07
31188,非洲,喀麦隆,2,0,0,0,03-07
31189,欧洲,梵蒂冈,1,0,0,0,03-07
31190,欧洲,塞尔维亚,1,0,0,0,03-07
31191,非洲,南非,1,0,0,0,03-07
31192,南美洲,秘鲁,1,0,0,0,03-07
31193,北美洲,哥斯达黎加,1,0,0,0,03-07
31194,南美洲,哥伦比亚,1,0,0,0,03-07
31195,非洲,多哥,1,0,0,0,03-07
31207,其他,钻石公主号邮轮,696,0,0,6,03-07
31220,亚洲,科威特,58,0,0,0,03-07
31237,非洲,阿尔及利亚,17,0,0,0,03-07
31242,亚洲,阿曼,16,0,2,0,03-07
31244,南美洲,厄瓜多尔,13,0,0,0,03-07
31252,亚洲,巴基斯坦,6,0,0,0,03-07
31258,南美洲,智利,4,0,0,0,03-07
31261,欧洲,匈牙利,3,0,0,0,03-07
31263,亚洲,不丹,1,0,0,0,03-07
31383,亚洲,黎巴嫩,15,0,1,0,03-07
31393,欧洲,白俄罗斯,6,0,0,0,03-07
31397,北美洲,墨西哥,6,0,1,0,03-07
31401,非洲,塞内加尔,4,0,0,0,03-07
31405,亚洲,沙特阿拉伯,2,0,0,0,03-07
31408,欧洲,波黑,1,0,0,0,03-07
31482,欧洲,法国,577,0,12,9,03-06
31483,欧洲,西班牙,345,0,2,1,03-06
31484,亚洲,新加坡,130,0,82,0,03-06
31485,欧洲,希腊,45,0,0,0,03-06
31486,北美洲,加拿大,48,0,4,0,03-06
31487,欧洲,圣马力诺,23,0,0,0,03-06
31488,欧洲,俄罗斯,8,0,2,0,03-06
31489,欧洲,斯洛文尼亚,6,0,0,0,03-06
31490,南美洲,秘鲁,1,0,0,0,03-06
31491,欧洲,瑞士,128,0,3,1,03-06
31492,亚洲,巴林,56,0,4,0,03-06
31493,欧洲,芬兰,15,0,1,0,03-06
31494,欧洲,爱沙尼亚,5,0,0,0,03-06
31495,亚洲,印度尼西亚,4,0,0,0,03-06
31496,非洲,喀麦隆,1,0,0,0,03-06
31497,欧洲,塞尔维亚,1,0,0,0,03-06
31498,非洲,南非,1,0,0,0,03-06
31499,欧洲,比利时,109,0,1,0,03-06
31500,欧洲,梵蒂冈,1,0,0,0,03-06
31501,亚洲,韩国,6593,0,41,42,03-06
31502,亚洲,伊朗,4747,0,913,124,03-06
31503,欧洲,意大利,3927,0,414,148,03-06
31504,欧洲,德国,565,0,14,0,03-06
31505,亚洲,日本,371,0,46,6,03-06
31507,欧洲,瑞典,94,0,0,0,03-06
31508,欧洲,挪威,86,0,0,0,03-06
31509,欧洲,荷兰,82,0,0,0,03-06
31510,亚洲,科威特,58,0,0,0,03-06
31512,欧洲,奥地利,41,0,0,0,03-06
31514,亚洲,伊拉克,38,0,0,2,03-06
31515,大洋洲,澳大利亚,59,0,22,2,03-06
31516,欧洲,冰岛,34,0,0,0,03-06
31517,亚洲,马来西亚,55,0,22,0,03-06
31519,亚洲,印度,31,0,3,0,03-06
31520,欧洲,丹麦,20,0,1,0,03-06
31521,非洲,阿尔及利亚,17,0,0,0,03-06
31522,亚洲,泰国,48,0,31,1,03-06
31523,亚洲,以色列,17,0,2,0,03-06
31524,亚洲,阿曼,16,0,2,0,03-06
31525,欧洲,爱尔兰,13,0,0,0,03-06
31526,南美洲,厄瓜多尔,13,0,0,0,03-06
31527,欧洲,捷克,12,0,0,0,03-06
31529,欧洲,克罗地亚,11,0,0,0,03-06
31530,亚洲,巴勒斯坦,7,0,0,0,03-06
31531,亚洲,巴基斯坦,6,0,0,0,03-06
31533,大洋洲,新西兰,4,0,0,0,03-06
31534,南美洲,智利,4,0,0,0,03-06
31535,亚洲,菲律宾,5,0,1,1,03-06
31537,欧洲,匈牙利,3,0,0,0,03-06
31538,南美洲,阿根廷,2,0,0,0,03-06
31539,亚洲,不丹,1,0,0,0,03-06
31582,其他,钻石公主号邮轮,696,0,0,6,03-06
31587,北美洲,美国,232,0,3,14,03-06
31588,欧洲,英国,116,0,8,1,03-06
31591,亚洲,阿联酋,29,0,5,0,03-06
31593,南美洲,巴西,8,0,0,0,03-06
31597,欧洲,罗马尼亚,6,0,1,0,03-06
31599,欧洲,波黑,1,0,0,0,03-06
31600,亚洲,越南,16,0,16,0,03-06
31638,亚洲,黎巴嫩,15,0,1,0,03-06
31646,亚洲,卡塔尔,7,0,0,0,03-06
31648,欧洲,白俄罗斯,6,0,0,0,03-06
31651,北美洲,墨西哥,6,0,1,0,03-06
31653,欧洲,葡萄牙,5,0,0,0,03-06
31654,非洲,塞内加尔,4,0,0,0,03-06
31659,亚洲,沙特阿拉伯,2,0,0,0,03-06
31662,欧洲,乌克兰,1,0,0,0,03-06
31663,非洲,摩洛哥,1,0,0,0,03-06
31664,亚洲,约旦,1,0,0,0,03-06
31666,欧洲,列支敦士登,1,0,0,0,03-06
31667,非洲,突尼斯,1,0,0,0,03-06
31668,欧洲,拉脱维亚,1,0,0,0,03-06
31669,欧洲,波兰,1,0,0,0,03-06
31681,亚洲,韩国,6088,0,41,36,03-05
31682,欧洲,德国,349,0,14,0,03-05
31683,欧洲,法国,285,0,12,4,03-05
31684,欧洲,西班牙,229,0,2,1,03-05
31685,北美洲,美国,153,0,3,11,03-05
31686,欧洲,挪威,56,0,0,0,03-05
31687,欧洲,瑞典,52,0,0,0,03-05
31688,欧洲,荷兰,38,0,0,0,03-05
31689,大洋洲,澳大利亚,53,0,21,2,03-05
31690,北美洲,加拿大,33,0,4,0,03-05
31691,亚洲,印度,29,0,3,0,03-05
31692,欧洲,冰岛,26,0,0,0,03-05
31693,亚洲,阿联酋,28,0,5,0,03-05
31694,亚洲,泰国,47,0,31,1,03-05
31695,欧洲,丹麦,15,0,0,0,03-05
31696,亚洲,以色列,15,0,1,0,03-05
31697,亚洲,黎巴嫩,15,0,1,0,03-05
31698,亚洲,阿曼,15,0,2,0,03-05
31699,欧洲,希腊,10,0,0,0,03-05
31700,南美洲,厄瓜多尔,10,0,0,0,03-05
31701,欧洲,圣马力诺,10,0,0,0,03-05
31702,非洲,阿尔及利亚,8,0,0,0,03-05
31703,欧洲,芬兰,7,0,1,0,03-05
31704,欧洲,白俄罗斯,6,0,0,0,03-05
31705,欧洲,罗马尼亚,6,0,1,0,03-05
31706,北美洲,墨西哥,6,0,1,0,03-05
31707,欧洲,葡萄牙,5,0,0,0,03-05
31708,非洲,塞内加尔,4,0,0,0,03-05
31709,南美洲,巴西,3,0,0,0,03-05
31710,大洋洲,新西兰,3,0,0,0,03-05
31711,南美洲,智利,3,0,0,0,03-05
31712,亚洲,沙特阿拉伯,2,0,0,0,03-05
31713,欧洲,匈牙利,2,0,0,0,03-05
31714,欧洲,俄罗斯,3,0,2,0,03-05
31715,欧洲,斯洛文尼亚,1,0,0,0,03-05
31716,欧洲,波黑,1,0,0,0,03-05
31720,欧洲,意大利,3089,0,276,107,03-05
31722,亚洲,日本,331,0,46,6,03-05
31728,亚洲,伊拉克,32,0,0,2,03-05
31780,亚洲,伊朗,2922,0,552,92,03-05
31786,欧洲,英国,85,0,8,0,03-05
31787,欧洲,瑞士,66,0,2,0,03-05
31788,亚洲,巴林,49,0,0,0,03-05
31791,亚洲,新加坡,112,0,79,0,03-05
31794,亚洲,马来西亚,50,0,22,0,03-05
31796,欧洲,奥地利,24,0,0,0,03-05
31798,欧洲,比利时,23,0,1,0,03-05
31803,欧洲,克罗地亚,10,0,0,0,03-05
31815,欧洲,爱尔兰,2,0,0,0,03-05
31819,南美洲,阿根廷,1,0,0,0,03-05
31820,欧洲,列支敦士登,1,0,0,0,03-05
31821,非洲,突尼斯,1,0,0,0,03-05
31822,欧洲,拉脱维亚,1,0,0,0,03-05
31823,欧洲,波兰,1,0,0,0,03-05
31856,亚洲,卡塔尔,7,0,0,0,03-05
31860,亚洲,巴基斯坦,5,0,0,0,03-05
31862,欧洲,捷克,5,0,0,0,03-05
31869,欧洲,乌克兰,1,0,0,0,03-05
31870,非洲,摩洛哥,1,0,0,0,03-05
31871,亚洲,约旦,1,0,0,0,03-05
31881,其他,钻石公主号邮轮,706,0,0,6,03-05
31889,亚洲,科威特,56,0,0,0,03-05
31919,亚洲,阿塞拜疆,3,0,0,0,03-05
31920,亚洲,格鲁吉亚,3,0,0,0,03-05
31924,亚洲,印度尼西亚,2,0,0,0,03-05
31927,亚洲,菲律宾,3,0,1,1,03-05
31928,非洲,埃及,2,0,1,0,03-05
31929,亚洲,阿富汗,1,0,0,0,03-05
31931,欧洲,爱沙尼亚,1,0,0,0,03-05
31932,欧洲,北马其顿,1,0,0,0,03-05
31933,非洲,尼日利亚,1,0,0,0,03-05
31934,欧洲,立陶宛,1,0,0,0,03-05
31935,欧洲,摩纳哥,1,0,0,0,03-05
31936,欧洲,卢森堡,1,0,0,0,03-05
31938,亚洲,亚美尼亚,1,0,0,0,03-05
31939,北美洲,多米尼加,1,0,0,0,03-05
31940,欧洲,安道尔,1,0,0,0,03-05
31951,亚洲,越南,16,0,16,0,03-05
31952,亚洲,尼泊尔,1,0,1,0,03-05
31953,亚洲,柬埔寨,1,0,1,0,03-05
31954,亚洲,斯里兰卡,1,0,1,0,03-05
32108,亚洲,韩国,5621,0,41,33,03-04
32109,亚洲,伊朗,2922,0,552,92,03-04
32110,欧洲,意大利,2502,0,160,79,03-04
32111,亚洲,日本,304,0,46,6,03-04
32112,欧洲,德国,240,0,14,0,03-04
32113,欧洲,法国,212,0,12,4,03-04
32114,欧洲,西班牙,165,0,2,1,03-04
32115,北美洲,美国,122,0,3,9,03-04
32116,欧洲,瑞士,58,0,2,0,03-04
32117,亚洲,巴林,49,0,0,0,03-04
32118,欧洲,英国,51,0,8,0,03-04
32119,亚洲,新加坡,110,0,74,0,03-04
32120,欧洲,挪威,33,0,0,0,03-04
32121,亚洲,伊拉克,32,0,0,1,03-04
32122,欧洲,瑞典,30,0,0,0,03-04
32123,亚洲,马来西亚,50,0,22,0,03-04
32124,北美洲,加拿大,30,0,4,0,03-04
32125,欧洲,奥地利,24,0,0,0,03-04
32126,欧洲,荷兰,24,0,0,0,03-04
32127,亚洲,阿联酋,27,0,5,0,03-04
32128,大洋洲,澳大利亚,41,0,21,1,03-04
32129,欧洲,冰岛,14,0,0,0,03-04
32130,亚洲,印度,15,0,3,0,03-04
32131,亚洲,阿曼,12,0,2,0,03-04
32132,欧洲,丹麦,10,0,0,0,03-04
32133,南美洲,厄瓜多尔,7,0,0,0,03-04
32134,欧洲,捷克,5,0,0,0,03-04
32135,欧洲,白俄罗斯,4,0,0,0,03-04
32136,欧洲,罗马尼亚,4,0,1,0,03-04
32137,大洋洲,新西兰,2,0,0,0,03-04
32138,欧洲,爱尔兰,2,0,0,0,03-04
32139,欧洲,葡萄牙,2,0,0,0,03-04
32140,非洲,塞内加尔,1,0,0,0,03-04
32141,非洲,摩洛哥,1,0,0,0,03-04
32142,亚洲,约旦,1,0,0,0,03-04
32143,南美洲,智利,1,0,0,0,03-04
32144,南美洲,阿根廷,1,0,0,0,03-04
32145,欧洲,列支敦士登,1,0,0,0,03-04
32146,非洲,突尼斯,1,0,0,0,03-04
32147,欧洲,拉脱维亚,1,0,0,0,03-04
32148,欧洲,波兰,1,0,0,0,03-04
32158,亚洲,科威特,56,0,0,0,03-04
32173,欧洲,比利时,13,0,1,0,03-04
32174,亚洲,黎巴嫩,10,0,0,0,03-04
32177,欧洲,克罗地亚,9,0,0,0,03-04
32178,亚洲,卡塔尔,7,0,0,0,03-04
32180,亚洲,巴基斯坦,5,0,0,0,03-04
32183,北美洲,墨西哥,5,0,1,0,03-04
32189,亚洲,沙特阿拉伯,1,0,0,0,03-04
32190,欧洲,乌克兰,1,0,0,0,03-04
32240,其他,钻石公主号邮轮,706,0,0,6,03-04
32260,亚洲,泰国,43,0,31,1,03-04
32263,亚洲,以色列,10,0,1,0,03-04
32266,欧洲,希腊,7,0,0,0,03-04
32270,欧洲,芬兰,6,0,1,0,03-04
32276,亚洲,格鲁吉亚,3,0,0,0,03-04
32278,亚洲,印度尼西亚,2,0,0,0,03-04
32280,非洲,埃及,2,0,1,0,03-04
32281,亚洲,亚美尼亚,1,0,0,0,03-04
32282,北美洲,多米尼加,1,0,0,0,03-04
32283,欧洲,安道尔,1,0,0,0,03-04
32345,欧洲,德国,196,0,14,0,03-03
32346,欧洲,西班牙,150,0,2,0,03-03
32347,欧洲,瑞士,46,0,2,0,03-03
32348,欧洲,英国,51,0,8,0,03-03
32349,大洋洲,澳大利亚,40,0,15,1,03-03
32350,欧洲,荷兰,24,0,0,0,03-03
32351,亚洲,阿曼,12,0,2,0,03-03
32352,亚洲,日本,289,0,41,6,03-03
32353,欧洲,葡萄牙,2,0,0,0,03-03
32354,亚洲,约旦,1,0,0,0,03-03
32355,非洲,塞内加尔,1,0,0,0,03-03
32356,非洲,摩洛哥,1,0,0,0,03-03
32357,亚洲,新加坡,110,0,74,0,03-03
32358,欧洲,捷克,5,0,0,0,03-03
32359,欧洲,挪威,32,0,0,0,03-03
32360,亚洲,马来西亚,36,0,22,0,03-03
32361,亚洲,印度,6,0,3,0,03-03
32362,亚洲,伊朗,2336,0,435,77,03-03
32363,亚洲,韩国,5186,0,30,31,03-03
32366,亚洲,科威特,56,0,0,0,03-03
32368,欧洲,瑞典,19,0,0,0,03-03
32370,欧洲,比利时,13,0,1,0,03-03
32372,亚洲,黎巴嫩,10,0,0,0,03-03
32373,欧洲,克罗地亚,9,0,0,0,03-03
32374,欧洲,冰岛,9,0,0,0,03-03
32375,亚洲,卡塔尔,7,0,0,0,03-03
32376,欧洲,丹麦,6,0,0,0,03-03
32377,亚洲,巴基斯坦,5,0,0,0,03-03
32378,北美洲,墨西哥,5,0,1,0,03-03
32380,欧洲,乌克兰,1,0,0,0,03-03
32397,欧洲,意大利,2036,0,149,52,03-03
32399,其他,钻石公主号邮轮,706,0,0,6,03-03
32402,北美洲,美国,100,0,3,6,03-03
32408,欧洲,白俄罗斯,3,0,0,0,03-03
32411,欧洲,安道尔,1,0,0,0,03-03
32412,亚洲,沙特阿拉伯,1,0,0,0,03-03
32441,欧洲,法国,130,0,12,2,03-03
32444,亚洲,巴林,47,0,0,0,03-03
32449,北美洲,加拿大,24,0,4,0,03-03
32450,亚洲,伊拉克,19,0,0,0,03-03
32452,亚洲,阿联酋,21,0,5,0,03-03
32453,欧洲,奥地利,14,0,0,0,03-03
32456,亚洲,泰国,43,0,31,1,03-03
32459,亚洲,以色列,10,0,1,0,03-03
32461,欧洲,希腊,7,0,0,0,03-03
32462,南美洲,厄瓜多尔,6,0,0,0,03-03
32463,欧洲,芬兰,6,0,1,0,03-03
32468,欧洲,罗马尼亚,3,0,0,0,03-03
32471,亚洲,阿塞拜疆,3,0,0,0,03-03
32473,亚洲,格鲁吉亚,3,0,0,0,03-03
32474,南美洲,巴西,2,0,0,0,03-03
32475,亚洲,印度尼西亚,2,0,0,0,03-03
32476,亚洲,菲律宾,3,0,1,1,03-03
32478,非洲,埃及,2,0,1,0,03-03
32479,亚洲,阿富汗,1,0,0,0,03-03
32480,非洲,阿尔及利亚,1,0,0,0,03-03
32481,欧洲,爱沙尼亚,1,0,0,0,03-03
32482,欧洲,北马其顿,1,0,0,0,03-03
32483,非洲,尼日利亚,1,0,0,0,03-03
32484,欧洲,立陶宛,1,0,0,0,03-03
