,分行名称,纬度,经度,星期一至星期五,星期六,星期日和公眾假期,电话,传真,地址,是否有ATM,是否有柜台
382,"
          Fu Shin Estate Banking Services Centre
        ","
22.453706
","
114.174439
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G11, Fu Shin Shopping Centre, Tai Po, New Territories ",有,有
383,"
          Tai Po Branch
        ","
22.4479003
","
114.1662729
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"68-70 Po Heung Street, Tai Po Market, New Territories ",有,有
384,"
          Tai Po Plaza Branch
        ","
22.452502
","
114.1706796
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Unit 4, Level 1 Tai Po Plaza, 1 On Tai Road, Tai Po, New Territories ",有,有
385,"
          Fu Heng Estate Branch
        ","
22.458164
","
114.172146
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 1-2, Fu Heng Shopping Centre, Tai Po, New Territories ",有,有
386,"
          Tai Yuen Market ATM Services
        ","
22.45417727746306
","
114.16803359985352
",,,,,,"Unit#411, G/F, Tai Yuen Market, 10 Ting Kok Road, Tai Po, NT ",没有,没有
387,"
          East Rail Tai Po Market Station
        ","
22.4446918
","
114.1703949
",,,,,,East Rail Tai Po Market Station ,没有,没有
388,"
          New Territories Commercial Centre I
        ","
22.447900
","
114.166272
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,,,"  4/F, 68-70 Po Heung Street, Tai Po Market, New Territories.",没有,没有
389,"
          Tai Po Mega Mall
        ","
22.451487
","
114.170132
",,,,,,"Open Space OS-9 on Level 1, Zone D, Tai Po Mega Mall, Tai Po, New Territories ",没有,没有
390,"
          Mayfair by the Sea
        ","
22.431234
","
114.204467
",,,,,,"LG ATM, Floor LG, Mayfair by the Sea II, 21 Fo Chun Road, Tai Po, New Territories ",没有,没有
391,"
          Tai Wo Plaza
        ","
22.450635
","
114.160788
",,,,,,"ATM No.4 at L1, Tai Wo Plaza (East Wing), 12 Tai Po Tai Wo Road, Tai Wo, N.T. ",没有,没有
392,"
          Alice Ho Miu Ling Nethersole Hospital
        ","
22.458535
","
114.175390
",,,,,,"G/F, Block A, Alice Ho Miu Ling Nethersole Hospital, 11 Chuen On Road, Tai Po, New Territories ",没有,没有
393,"
          New Territories North Regional Police Headquarters
        ","
22.452059590661705
","
114.17324279785235
",,,,,,"New Territories North Regional Police Headquarters, No.6 On Po Lane, Tai Po, N.T. (North Wing G/F) ",没有,没有
394,"
          Lung Hang Estate Branch
        ","
22.368046
","
114.179612
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"103 Lung Hang Commercial Centre, Shatin, NT ",有,有
395,"
          Heng On Estate Branch
        ","
22.416753
","
114.227721
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 203, 2/F Heng On Shopping Centre, Heng On Estate, Shatin, New Territories ",有,有
396,"
          City One Sha Tin Branch
        ","
22.387066
","
114.202905
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop Nos. 24-25, G/F, Fortune City One Plus, No.2 Ngan Shing Street, Shatin, New Territories ",有,有
397,"
          Tai Wai Branch
        ","
22.3744989
","
114.1781553
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"74-76 Tai Wai Road, Shatin, NT ",有,有
398,"
          Lek Yuen Banking Services Centre
        ","
22.3853785
","
114.19196
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 2-3 on G/F & F2/F, Fook Hoi House, Lek Yuen Estate, 6 Lek Yuen Street, Sha Tin, New Territories ",有,有
399,"
          Fo Tan Branch
        ","
22.397241
","
114.193418
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop B1-1A, B2A-C, 1/F Shatin Galleria, 18-24 Shan Mei Street, Shatin, New Territories ",有,有
400,"
          New Town Plaza Branch
        ","
22.381852
","
114.187907
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 608, Level 6 Phase One, New Town Plaza, Shatin, NT ",有,有
401,"
          Sha Kok Estate Branch
        ","
22.37779
","
114.194261
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 39, Sha Kok Shopping Centre, Sha Kok Est, Shatin, NT ",有,有
402,"
          Ma On Shan Plaza Branch
        ","
22.425581
","
114.232052
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 2103, Level 2, Ma On Shan Plaza, Sai Sha Road, Ma On Shan, New Territories ",有,有
403,"
          Sha Tin Wealth Management Centre
        ","
22.3827104
","
114.1890836
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Shop 18, L1, Shatin Plaza, Shatin, NT",没有,没有
404,"
          Sha Tin Branch
        ","
22.3833255
","
114.1898673
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 20, Level 1, Lucky Plaza, 1-15 Wang Pok Street, Shatin, New Territories ",有,有
405,"
          Shek Mun Estate
        ","
22.38689467775278
","
114.20916259288788
",,,,,,"G/F, Kin Shek House, Shek Mun Estate, Shatin ",没有,没有
406,"
          Jubilee Square
        ","
22.397958
","
114.200282
",,,,,,"Venue A on 2/F, Jubilee Square No.2-18 Lok King Street, Fo Tan, Shatin, New Territories. ",没有,没有
407,"
          East Rail University Station
        ","
22.413378
","
114.2100038
",,,,,,East Rail University Station ,没有,没有
408,"
          Ma On Shan Tai Shui Hang Station
        ","
22.4079662
","
114.2225562
",,,,,,Ma On Shan Tai Shui Hang Station ,没有,没有
409,"
          Science Park Banking Services Centre
        ","
22.426962
","
114.210990
",星期一至星期五:  11:00 – 19:00,星期六:  Closed,星期日和公眾假期:  Closed,  +852 3988 2388,,"  Unit S041B, G/F, Lakeside 2, No. 10 Science Park West Avenue, Hong Kong Science Park, Shatin, New Territories.",有,有
410,"
          Saddle Ridge Garden ATM Centre
        ","
22.424006
","
114.237438
",,,,,,"1/F Shopping Ctr, Saddle Ridge Garden, 6 Kam Ying Rd, Ma On Shan, NT ",没有,没有
411,"
          Shatin Racecourse (Member Stand) ATM Services Centre
        ","
22.400992
","
114.205178
",,,,,,Shatin Racecourse - Member's Main Entrance ,没有,没有
412,"
          Shatin Racecourse (Public Stand) ATM Services Centre
        ","
22.400992
","
114.205178
",,,,,,Shatin Racecourse - Groundstand II 1/F ,没有,没有
413,"
          Ma On Shan Che Kung Temple Station
        ","
22.3748005
","
114.1861067
",,,,,,Ma On Shan Che Kung Temple Station ,没有,没有
414,"
          Ma On Shan Heng On Station
        ","
22.4181164
","
114.2259521
",,,,,,Ma On Shan Heng On Station ,没有,没有
415,"
          Ma On Shan Wu Kai Sha Station
        ","
22.4292713
","
114.2440546
",,,,,,Ma On Shan Wu Kai Sha Station ,没有,没有
416,"
          Ma On Shan Shek Mun Station
        ","
22.3879694
","
114.2092057
",,,,,,Ma On Shan Shek Mun Station ,没有,没有
417,"
          Ma On Shan Tai Wai Station
        ","
22.3729071
","
114.1784965
",,,,,,Shop No.35 at Paid Concourse of MTR Tai Wai Station MOS Rail ,没有,没有
418,"
          Ma On Shan Sha Tin Wai Station
        ","
22.3771576
","
114.1951337
",,,,,,Shop No.3 at Paid Concourse of MTR Sha Tin Wai Station MOS Rail ,没有,没有
419,"
          Ma On Shan City One Station
        ","
22.3830159
","
114.2035163
",,,,,,Shop No.4 at Paid Concourse of MTR City One Station MOS Rail ,没有,没有
420,"
          Ma On Shan Station
        ","
22.42548
","
114.231057
",,,,,,Ma On Shan Station ,没有,没有
421,"
          Shatin Racecourse - Grandstand II 6/F
        ","
22.400570
","
114.204192
",,,,,,Shatin Racecourse - Grandstand II 6/F ,没有,没有
422,"
          Mei Lam Shopping Centre
        ","
22.378129
","
114.176056
",,,,,,"ATM No.1, 1/F, Open Space next to post office, Mei Lam Shopping Centre, Mei Lam Estate, Tai Wai, N.T. ",没有,没有
423,"
          Union Hospital
        ","
22.360463
","
114.175274
",,,,,,"18 Fu Kin Street, Tai Wai, Shatin, New Territories. ",没有,没有
424,"
          Chevalier Garden
        ","
22.405011
","
114.223258
",,,,,,"Shop 2C of Partion A of Shop 2 on G/F Chevalier Garden, No.2 Hang Shun Street, Shatin, N.T. ",没有,没有
425,"
          Wo Che Plaza
        ","
22.388090
","
114.194997
",,,,,,"ATM No.5 , Second Floor, Wo Che Plaza, Wo Che Estate, 3 Tak Hau Street, Shatin, New Territories. ",没有,没有
426,"
          Chung On Shopping Centre
        ","
22.42217
","
114.22662
",,,,,,"ATM No.4, 1/F, Chung On  Shopping Centre, Chung On Estate, Sai Sha Road, Ma On Shan, Shatin, New Territories ",没有,没有
427,"
          Pok Hong Estate
        ","
22.375618
","
114.193299
",,,,,,"Shop No.125, Pok Hong Shopping Centre, Po Hong Estate, Shatin, N.T., Hong Kong ",没有,没有
428,"
          Shatin Racecourse (Grandstand II 2/F) 
        ","
22.4005805
","
114.204742
",,,,,,"2/F, Grandstand II, Shatin Racecourse ",没有,没有
429,"
          Sun Chui Shopping Centre
        ","
22.369142
","
114.181661
",,,,,,"ATM No.1, G/F, Sun Chui Shopping Centre, Sun Chui Estate, 2 Chui Tin Street, Shatin, New Territories ",没有,没有
430,"
          Tai Wai Wealth Management Centre
        ","
22.3753545
","
114.1773595
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"  37-47 Tai Wai Road, Shatin, New Territories",有,有
431,"
          Shui Chuen O Plaza Automated Banking Centre
        ","
22.373487
","
114.197573
",,,,,,"Shop No. 208, 2/F, Shui Chuen O Plaza, Shui Chuen O Estate, 1 Pok Chuen Street, Shatin, New Territories ",没有,没有
432,"
          Prince of Wales Hospital (1/F)
        ","
22.380785
","
114.202620
",,,,,," 1/F, Main Clinical Block and Trauma Centre, Prince of Wales Hospital, 30-32 Ngan Shing Street, Shatin, New Territories ",没有,没有
433,"
          Prince of Wales Hospital (2/F)
        ","
22.379380
","
114.200995
",,,,,,"2/F, Main Block, Prince of Wales Hospital, 30-32 Ngan Shing Street, Shatin, New Territories ",没有,没有
434,"
          Belair Gardens
        ","
22.384883
","
114.198665
",,,,,,"Level I of Belair Gardens, No.52 Tai Chung Kiu Road, Shatin, New Territories, Hong Kong ",没有,没有
435,"
          Sun Tin Wai Estate
        ","
22.370666
","
114.186058
",,,,,,"""ATM No. 2, 5 Floor, Sun Tin Wai Shopping Centre, Sun Tin Wai Estate, No. 29 Sha Tin Tau Road, Sha Tin, New Territories. ",没有,没有
436,"
          Yan On Estate
        ","
22.414614
","
114.225477
",,,,,,"Site at passage, G/F., Yan Hei House, Yan On Estate, Shatin. ",没有,没有
437,"
          Hin Keng Station
        ","
22.363884
","
114.170809
",,,,,,"Shop No. HIK 2, Unpaid Concourse, Hing Keng Station, MTR ",没有,没有
438,"
          Sai Kung Branch
        ","
22.382761
","
114.27169
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"56 & 58, Sai Kung Town Centre, 22-40 Fuk Man Road, Sai Kung, N.T. ",有,有
439,"
          Metro City Branch
        ","
22.321438
","
114.257577
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 209, Level 2, Metro City Phase 1, Tseung Kwan O, New Territories ",有,有
440,"
          Tseung Kwan O Plaza Branch
        ","
22.307886
","
114.2624365
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop 112-125, Level 1, Tseung Kwan O Plaza, Tseung Kwan O, NT ",有,有
441,"
          East Point City Branch
        ","
22.316054
","
114.265478
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop Nos. 217 D-E, Level 2, East Point City, 8 Chung Wa Road, Tseung Kwan O, New Territories ",有,有
442,"
          HKUST Branch
        ","
22.337443
","
114.263498
",星期一至星期五:  9:00 – 17:00,星期六:  Closed,星期日和公眾假期:  Closed,  +852 3988 2388,,"The HKUST, Clear Water Bay Rd, NT ",有,有
443,"
          MTR Po Lam Station Self-Service Banking Centre
        ","
22.3228576
","
114.2577732
",,,,,,Unpaid Concourse of MTR Po Lam Station Shop (Shop #POA 8) ,没有,没有
444,"
          MTR Tseung Kwan O Station Self-Service Banking Centre
        ","
22.3074394
","
114.2598617
",,,,,,Unpaid Concourse of MTR Tseung Kwan O ( Shop #TKO 8) ,没有,没有
445,"
          MTR Hang Hau Station
        ","
22.3157373
","
114.2643617
",,,,,,MTR Hang Hau Station ,没有,没有
446,"
          Po Lam Estate Self-Service Banking Centre
        ","
22.325245
","
114.255891
",,,,,,"Shop 106, Po Lam Shopping Centre, Tseung Kwan O ",没有,没有
447,"
          Tsui Lam Estate Self-Service Banking Centre
        ","
22.3229
","
114.248978
",,,,,,"Shop 134, 5/F Tsui Lam Shopping Ctr, Tsui Lam Est, Tseung Kwan O, New Territories ",没有,没有
448,"
          HKUST ATM Centre
        ","
22.337443
","
114.263498
",,,,,,"Entrance of Academic Concourse, HKUST, Clear Water Bay Rd, NT ",没有,没有
449,"
          MTR LOHAS Park Station
        ","
22.2947607
","
114.2685167
",,,,,,MTR LOHAS Park Station ,没有,没有
450,"
          HKUST Lee Shau Kee Business Building
        ","
22.3348664
","
114.2641663
",,,,,,"G/F, Lee Shau Kee Business Building, The Hong Kong University of Science and Technology, Clear Water Bay Road, NT. ",没有,没有
451,"
          Choi Ming Shopping Centre
        ","
22.3059715
","
114.2513179
",,,,,,"ATM 5, G/F, Choi Ming Shopping Centre, 1 Choi Ming Street, Tiu Keng Leng,Tseung Kwan O, N.T. ",没有,没有
452,"
          Tseung Kwan O Hospital
        ","
22.317884
","
114.269864
",,,,,,"LG/F, Main Block, Tseung Kwan O Hospital, No. 2 Po Ning Lane, Hang Hau, Tseung Kwan O, New Territories ",没有,没有
453,"
          Haven of Hope Hospital
        ","
22.313980
","
114.256257
",,,,,,"G/F, Haven of Hope Hospital, 8 Haven of Hope Road, Tseung Kwan O, Kowloon ",没有,没有
454,"
          Shin Ming Estate
        ","
22.303788
","
114.250277
",,,,,,"Site at Open Space, G/F, Shin Chi House, Shin Ming Estate, Tseung Kwan O  ",没有,没有
455,"
          Metro Town
        ","
22.305091
","
114.251869
",,,,,,"Shop No. L2-063 on Level 2 of the Commercial Development of Metro Town, Tseung Kwan O Town Lot No.73, Sai Kung, N.T. ",没有,没有
456,"
          The Lohas Banking Services Centre
        ","
22.295125
","
114.269677
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop Unit 413, Level 4, The LOHAS, No. 1 Lohas Park Road, Tseung Kwan O, New Territories. ",有,有
457,"
          Cheung Chau Branch
        ","
22.2067038
","
114.0285933
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"53-55 Tai Sun Street, Cheung Chau, New Territories ",有,有
458,"
          Yat Tung Estate ATM Services
        ","
22.279911
","
113.935797
",,,,,,"1/F, Commercial Blocks, Yat Tung Estate, 8 Yat Tung Street, Tung Chung, N.T. ",没有,没有
459,"
          Caribbean Square ATM Services
        ","
22.293588
","
113.95142
",,,,,,"1/F Caribbean Square, Tung Chung, The Lantau, N.T. ",没有,没有
460,"
          MTR Tung Chung Station
        ","
22.2894283
","
113.9413878
",,,,,,MTR Tung Chung Station ,没有,没有
461,"
          Super Terminal No. 1 ATM Centre
        ","
22.29772350792189
","
113.92929017543793
",,,,,,Super Terminal No. 1 ATM Centre ,没有,没有
462,"
          Cathay City
        ","
22.2980015
","
113.9331485
",,,,,,"1/F Central Tower, Cathay City 8 Scenic Rd, HK International Airport ",没有,没有
463,"
          Cathay Pacific Cargo Terminal
        ","
22.297177
","
113.928995
",,,,,,"3/F, 3 Chun Wan Road, Cathay Pacific Cargo Terminal, Hong Kong International Airport, Chek Lap Kok ",没有,没有
464,"
          Discovery Bay Banking Services Centre
        ","
22.29554
","
114.0166
",星期一至星期五:  10:00 – 18:00,星期六:  10:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop G28, G/F, Block C, DB Plaza, Discovery Bay City, Lantau Island, New Territories ",有,没有
465,"
          Hong Kong International Airport_5G086B
        ","
22.315901
","
113.936618
",,,,,,"Unit No.5G086B at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal) ",没有,没有
466,"
          Hong Kong International Airport_6W002
        ","
22.313460
","
113.926816
",,,,,,"Unit No.6W002 at 6/F departures Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal) ",没有,没有
467,"
          Hong Kong International Airport_5T099E
        ","
22.315790
","
113.933392
",,,,,,"Unit No.5T099E at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal) ",没有,没有
468,"
          Hong Kong International Airport_5E002
        ","
22.315181
","
113.933588
",,,,,,"Unit No.5E002 at 5/F arrivals Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal) ",没有,没有
469,"
          Hong Kong International Airport_6E185A
        ","
22.315065
","
113.933323
",,,,,,"Unit No. 6E185A at Hong Kong International Airport, Chek Lap Kok,Hong Kong.  ",没有,没有
470,"
          Hong Kong International Airport_5T960
        ","
22.314827
","
113.933471
",,,,,,"Unit No. 5T960 at Hong Kong International Airport, Chek Lap Kok, Hong Kong. ",没有,没有
471,"
          North Lantau Hospital
        ","
22.282037
","
113.940172
",,,,,,"1/F, North Lantau Hospital, 8 Chung Yan Road, Tung Chung, New Territories ",没有,没有
472,"
          Hong Kong International Airport_6MC014 Midfield
        ","
22.312767
","
113.926841
",,,,,,"Unit No.6MC014 Midfield Concourse at Hong Kong International Airport, Chek Lap Kok, Hong Kong (with RMB cash withdrawal) ",没有,没有
473,"
          Airport Cheong Tat Road Branch
        ","
22.319093
","
113.934294
",星期一至星期五:  9:00 – 17:00,星期六:  9:00 – 13:00,星期日和公眾假期:  Closed,  +852 3988 2388,,"Shop No. G03A, G/F, Regal Airport Hotel, 9 Cheong Tat Road, Chek Lap Kok, Hong Kong ",有,有
474,"
          Hong Kong-Zhuhai-Macao Bridge (Arrival)
        ","
22.318325
","
113.951351
",,,,,,"Shop No. 314, Ground Floor, Passenger Clearance Building, 33 Shun Fai Road, Hong Kong-Zhuhai-Macao Bridge, Hong Kong Port, Lantau, Hong Hong ",没有,没有
475,"
          Hong Kong-Zhuhai-Macao Bridge (Departure)
        ","
22.318282
","
113.951292
",,,,,,"507C, Passenger Clearance Building,33 Shun Fai Road, Hong Kong-Zhuhai-Macao Bridge, Hong Kong Port, Lantau, Hong Hong ",没有,没有
476,"
          Hong Kong International Airport_6W003
        ","
22.312219
","
113.927115
",,,,,,"Unit No. 6W003 at Hong Kong International Airport, Chek Lap Kok, Hong Kong.(Restricted area, Departures T1 (West Hall ATM Center), Floor level 6) (with RMB cash withdrawal) ",没有,没有
477,"
          Hong Kong International Airport_7T001
        ","
22.314707
","
113.933065
",,,,,,"Unit No. 7T001 at Hong Kong Internation Airport, Chek Lap Kok,Hong Kong. ",没有,没有
478,"
          HAECO
        ","
22.303744
","
113.899421
",,,,,,"ATM at G/F, Block E, Hangar 1 of Hong Kong Aircraft Engineering Company Limited, No.80 South Perimeter Road, Hong Kong ",没有,没有
479,"
          Mung Tung Estate
        ","
22.277870
","
113.932932
",,,,,,"Site at passage, G/F, Wing C, Mun Wo House, Mun Tung Estate, Tung Chung ",没有,没有
480,"
          Ying Tung Estate
        ","
22.296968124860825
","
113.95319939912947
",,,,,,"Shop No.13, G/F,Ying Tung Shopping Centre, Ying Tung Estate, Tung Chung ",没有,没有
